Bond_id,Coupon,Yield
1311,4.75,3.779
1312,7.25,4.5091
1313,7.25,4.509
1314,3.6,2.5298
1315,2.85,2.2382
1316,1.5,0.754
1317,4.625,3.9945
1318,4.625,3.994
1319,4.625,3.1975
1320,4.625,3.197
1321,4.25,3.4419
1322,4.25,3.41
1323,5.25,4.3673
1324,4.625,2.9822
1325,4.625,2.982
1326,2.25,1.919
1327,5.125,3.469
1328,5.125,3.469
1329,3.7,2.7715
1330,2.9,2.2847
1331,5.5,5.7271
1332,5.5,5.727
1333,6.75,3.9182
1334,6.75,3.918
1335,3.375,1.3183
1336,4.75,2.996
1337,4.95,3.0302
1338,4.625,1000
1339,4.625,3.64
1340,6.25,4.6711
1341,4,2.8424
1342,4,2.842
1343,7.25,4.0723
1344,7.25,4.072
1345,2.5,1.8897
1346,3.65,3.1927
1347,4.75,3.967
1348,4.75,3.846
1349,5.125,2.8831
1350,5.125,2.878
1351,3.737,3.1462
1352,3,2.2409
1353,4.05,3.1646
1354,5.375,2.8227
1355,3.9,3.2414
1356,2.875,2.1804
1357,3.387,2.8375
1358,2.9,1.5738
1359,4.375,4.1227
1360,2.55,2.0373
1361,3.4,3.1036
1362,3.125,2.8115
1363,3.954,3.3246
1364,4.75,3.935
1365,4.25,3.1119
1366,4.25,3.115
1367,3,2.2128
1368,5.875,7.0376
1369,5.875,7.038
1370,3.25,2.5841
1371,4.625,2.9417
1372,3.809,3.1142
1373,3.2,1.7108
1374,3.45,2.3602
1375,4.5,3.4876
1376,4.375,3.3804
1377,4.375,3.38
1378,2.6,.
1379,4.375,1.8385
1380,4.375,1.839
1381,3.05,2.4006
1382,2.75,2.1406
1383,2.4,2.0821
1384,2.875,2.7221
1385,3.75,2.394
1386,5.75,2.832
1387,5.75,2.832
1388,6.125,4.1301
1389,6.125,4.13
1390,2.95,2.2172
1391,2.5,1.8082
1392,3.125,2.2342
1393,3.95,3.1605
1394,3.95,2.2694
1395,5.45,3.2254
1396,3.55,2.7731
1397,3.95,3.1562
1398,5.375,3.372
1399,5.75,3.9727
1400,5.75,3.967
1401,7.875,3.9846
1402,7.875,3.972
1403,5.75,4.2679
1404,5.75,4.267
1405,5,3.1005
1406,5,3.101
1407,3.672,2.963
1408,7.5,3.7179
1409,5.5,4.3247
1410,5.5,4.321
1411,5.5,3.379
1412,5.5,3.364
1413,5.625,3.5155
1414,5.625,3.516
1415,5.625,2.2056
1416,5.625,2.194
1417,3.85,3.0823
1418,4.985,3.0446
1419,4.65,3.5617
1420,4.85,3.553
1421,4.9,3.496
1422,3.9,2.1088
1423,3.9,1.9623
1424,4.2,2.573
1425,5.25,3.154
1426,5.25,3.154
1427,4.1,3.1241
1428,4.25,2.4744
1429,6.5,5.8686
1430,6.5,5.869
1431,3.566,2.1596
1432,4.276,3.273
1433,3.75,2.1443
1434,5.25,2.8209
1435,5.25,2.798
1436,5.2,2.8658
1437,5.2,2.869
1438,5.875,3.4149
1439,5.875,3.415
1440,4.125,2.9304
1441,4.125,2.93
1442,5,3.1213
1443,2.95,2.096
1444,7.25,4.775
1445,5.625,3.0784
1446,5.625,3.076
1447,4.2,2.1298
1448,0.75,-0.091
1449,4.4,2.2731
1450,4.2,2.1481
1451,3.5,1.8078
1452,4.5,3.1507
1453,4.65,2.4101
1454,3.375,1.8035
1455,3.5,3.4778
1456,6.5,3.2565
1457,6.5,3.21
1458,10.25,3.3323
1459,10.25,3.276
1460,4.7,2.2966
1461,5.125,2.6909
1462,4.35,2.0968
1463,3.7,1.946
1464,4.7,3.3252
1465,4.875,2.0013
1466,4.75,2.3007
1467,4.5,2.1013
1468,4.25,1.7756
1469,4.85,3.0576
1470,3.95,1.6261
1471,4.65,2.0653
1472,5.25,3.4404
1473,5.75,2.9278
1474,6.015,4.5963
1475,6,2.9609
1476,4.2,1.894
1477,6.125,2.8387
1478,6.125,2.839
1479,4.45,2.1011
1480,4.45,2.0325
1481,4.65,2.0522
1482,5.4,3.4242
1483,4.003,2.7711
1484,4,1.9144
1485,4.5,2.6913
1486,3.9,1.8996
1487,4.45,3.0291
1488,3.829,1.8271
1489,4.272,2.8863
1490,4.375,2.7352
1491,5.246,4.0953
1492,5.246,3.2852
1493,4.386,2.9885
1494,5.375,4.5246
1495,4.5,3.0745
1496,4.35,1.8426
1497,4.45,2.1238
1498,3.9,1.7587
1499,3.95,1.8421
1500,4.375,3.118
1501,3.25,1.5765
1502,3.95,2.8827
1503,4.7,3.1115
1504,3.97,2.823
1505,4.125,1.8085
1506,4,2.3424
1507,4.45,3.2883
1508,3.875,2.599
1509,3.875,2.5543
1510,4,1.6669
1511,5.875,4.1826
1512,4.1,2.9061
1513,4.2,2.4236
1514,6.5,4.4992
1515,3.5,1.9618
1516,3.4,1.7092
1517,3.812,2.8362
1518,4.4,3.4395
1519,5.25,3.705
1520,4.625,2.477
1521,4.625,2.4775
1522,3.95,2.1359
1523,3.795,2.8104
1524,4.75,3.162
1525,5.625,1.8888
1526,3.5,1.7448
1527,4.875,3.6465
1528,4.875,3.644
1529,3.394,2.6034
1530,3.4,1.7858
1531,3.375,1.7784
1532,3.375,1.7088
1533,4.3,3.364
1534,5,2.981
1535,5,2.9814
1536,3.7,4.6058
1537,4.375,3.5173
1538,3.75,3.151
1539,4.625,2.7674
1540,3.95,2.3508
1541,3.5,1.9608
1542,2.9,1.3238
1543,3.125,1.8165
1544,3.5,2.5133
1545,3.625,2.7325
1546,3.625,2.0663
1547,3.95,2.1929
1548,3.625,2.9146
1549,3.1,1.6234
1550,4.75,2.874
1551,4.75,2.8787
1552,3.6,2.7288
1553,4.1,3.3178
1554,3.75,2.773
1555,2.625,1.4509
1556,3.5,1.8373
1557,3.95,3.0036
1558,4.25,2.555
1559,3.125,1.5606
1560,3.55,1.6611
1561,0.992,1.148
1562,3.7,2.6239
1563,3.15,1.5514
1564,3.95,2.9715
1565,4.65,3.3115
1566,3.3,2.082
1567,3.375,1.8085
1568,4.5,3.3116
1569,3.45,1.5276
1570,3.875,2.4516
1571,3.5,1.6444
1572,3.4,1.591
1573,4.5,3.2192
1574,2.9,1.3119
1575,5.375,3.7894
1576,4.2,2.8916
1577,4.375,3.3305
1578,5,0.9822
1579,3.1,1.4903
1580,3.5,1.5709
1581,4.5,3.3519
1582,2.95,1.4074
1583,3.85,158775
1584,3.841,2.713
1585,5.5,4.568
1586,5.5,4.5684
1587,3,1.4356
1588,4,3.0642
1589,6,3.7994
1590,4.8,3.2895
1591,5.375,1.195
1592,3.9,1.5076
1593,3.25,1.3021
1594,5.125,2.896
1595,3.75,1.7271
1596,4.2,2.286
1597,3.15,1.3282
1598,4.15,2.8152
1599,5.7,3.8229
1600,3.3,1.404
1601,4.4,3.343
1602,5.625,3.9259
1603,5.625,3.911
1604,3.43,1.5732
1605,4.42,3.2074
1606,6.834,4.2803
1607,5.625,10.823
1608,5.625,10.823
1609,0.3,0.671
1610,3.949,2.9107
1611,2.4,1.1734
1612,3.4,2.8082
1613,3.375,2.7606
1614,3.15,2.563
1615,3.3,2.653
1616,3.25,1.4011
1617,4.375,3.2263
1618,3.875,3.2549
1619,3.5,1.6249
1620,3.744,2.8732
1621,3.979,3.2376
1622,3.2,1.4668
1623,4,3.34
1624,4,3.368
1625,3.125,2.8919
1626,2.625,1.5392
1627,5.125,5.178
1628,5.125,5.2589
1629,3.5,3.0578
1630,3.95,2.852
1631,3.885,3.153
1632,3.2,2.7715
1633,5,1.6435
1634,3,2.9452
1635,2.6,1.435
1636,5.25,3.1907
1637,4.5,3.3002
1638,3.375,3.6315
1639,3.75,2.9072
1640,2.85,1.9724
1641,4.5,3.3214
1642,5.875,3.6961
1643,5.2,2.463
1644,6,3.406
1645,5.3,2.9812
1646,4.5,2.5068
1647,4.05,3.0453
1648,5.6,2.7804
1649,4.85,3.3225
1650,5.1,2.41
1651,4.375,3.1914
1652,4.375,2.9574
1653,4.55,3.1866
1654,5.55,4.3351
1655,4.6,2.8545
1656,4.5,2.8416
1657,4.9,3.6344
1658,4.375,2.8705
1659,4.45,3.0997
1660,4.321,2.7586
1661,3.25,2.3348
1662,1.5,0.094
1663,4.854,2.733
1664,5.054,3.1632
1665,4.45,3.3207
1666,4.375,3.3269
1667,3.7,2.7885
1668,4.1,2.9772
1669,4.25,3.2754
1670,3.6,2.4156
1671,3.75,2.6607
1672,4.125,2.7905
1673,3.375,2.5135
1674,3.875,3.1554
1675,3.438,2.636
1676,3.9,2.7325
1677,5.45,4.7608
1678,4.2,2.7836
1679,4.45,3.1315
1680,4.25,2.906
1681,3.959,2.511
1682,5,3.5153
1683,4.858,3.379
1684,4.25,2.8944
1685,4.625,3.2946
1686,5.5,3.5733
1687,4.875,2.6851
1688,5.15,3.3082
1689,4.25,2.3911
1690,4.5,3.2014
1691,2.625,0.394
1692,4.125,2.446
1693,4.6,2.8006
1694,4.3,2.7218
1695,4.75,3.0192
1696,4.375,3.0131
1697,4.75,3.1215
1698,4.9,2.6927
1699,5.3,2.9641
1700,4.5,2.7231
1701,5.4,3.7683
1702,5.45,2.9053
1703,4.5,2.8547
1704,4.875,2.9486
1705,6.4,2.837
1706,5.15,3.2173
1707,4.847,2.707
1708,3.625,3.0277
1709,4.5,3.396
1710,4.5,3.396
1711,3.625,2.6901
1712,4.1,3.2745
1713,4,2.71
1714,4.1,3.0148
1715,6.7,6.7068
1716,4.016,2.7235
1717,4.15,2.996
1718,6,4.167
1719,3.9,3.0305
1720,4.625,3.1456
1721,4.125,2.861
1722,3.7,2.8794
1723,3.5,2.6011
1724,3.6,2.7472
1725,4.125,3.1745
1726,3.625,2.7564
1727,3.6,2.7412
1728,3.25,2.7845
1729,3.875,3.2275
1730,4.85,3.4473
1731,4.8,3.3661
1732,4.65,3.1263
1733,4.535,2.7435
1734,7.65,6.5532
1735,4.375,2.8969
1736,4.75,3.1043
1737,3.7,3.0259
1738,5.5,2.9538
1739,5,2.715
1740,5.95,2.9003
1741,6.4,2.8674
1742,5.65,3.1974
1743,5.4,2.9227
1744,5.7,3.1018
1745,8,3.3685
1746,5.95,3.615
1747,5.375,2.8351
1748,5.3,2.8821
1749,4.875,2.8604
1750,5,2.6316
1751,4.5,2.5223
1752,5.05,2.923
1753,5.4,2.8605
1754,5.2,3.0196
1755,5.75,3.2539
1756,6.2,3.1102
1757,5.4,3.0486
1758,5.75,3.2362
1759,6.35,3.5702
1760,5.375,1.9205
1761,6.125,3.3477
1762,5.875,3.894
1763,6.875,3.8692
1764,8.375,3.4273
1765,8.375,3.427
1766,6.55,3.486
1767,5.7,2.4433
1768,6.5,2.4474
1769,6.5,2.447
1770,6.5,3.9137
1771,7.5,3.616
1772,6.9,3.2685
1773,6.375,3.049
1774,6.5,2.7389
1775,6.5,2.5416
1776,6.55,2.6984
1777,6.95,2.7895
1778,6.15,3.1021
1779,7.25,4.1989
1780,7,3.356
1781,6.375,3.0249
1782,6.25,1.882
1783,5.875,1.4081
1784,5.7,2.7476
1785,5.5,1.4929
1786,5.55,2.5666
1787,4.875,1.911
1788,6,2.9557
1789,6.05,2.5243
1790,5.7,2.6528
1791,6,2.5764
1792,5.85,2.9532
1793,5.375,2.437
1794,5.375,2.8824
1795,5.85,2.827
1796,5.8,2.2145
1797,5.375,2.789
1798,6.875,3.7064
1799,6.875,3.706
1800,4.95,2.109
1801,6.375,3.1082
1802,5.5,2.743
1803,6.75,2.752
1804,6.125,3.377
1805,7,2.412
1806,6.875,5.0265
1807,7.5,2.5617
1808,8.875,2.3557
1809,8.25,6.5136
1810,7.55,1.7145
1811,3.75,6.553
1812,3.75,6.553
1813,8.2,2.7945
1814,4,6.3879
1815,4,6.3879
1816,7.75,2.1033
1817,5.25,1.896
1818,6.625,2.1759
1819,7,2.1505
1820,6.7,2.0256
1821,6.875,4.5163
1822,7.4,4.9957
1823,5.25,5.0432
1824,1.7,1.6751
1825,2.8,2.7589
1826,0.25,0.376
1827,0.875,0.932
1828,3.5,3.4494
1829,1.573,1.6664
1830,1.573,1.666
1831,2.2,2.567
1832,3.625,3.594
1833,3.625,3.643
1834,3.875,3.905
1835,3.875,3.9053
1836,4.375,4.2061
1837,4.375,4.262
1838,4.875,4.7817
1839,2.75,2.9802
1840,3.05,3.105
1841,2.2,2.311
1842,0.25,0.449
1843,0.5,0.615
1844,1.125,1.32
1845,2.7,2.813
1846,0.625,0.696
1847,2.375,2.5548
1848,3.625,3.6573
1849,3,2.9415
1850,4,3.886
1851,4,3.8856
1852,2.9,3.054
1853,5.25,4.697
1854,5.25,4.697
1855,4.75,4.4333
1856,1.75,1.7846
1857,5.125,5.1232
1858,5.125,5.123
1859,5,5.3869
1860,3.125,3.468
1861,2.4,2.8462
1862,4.625,5.023
1863,4.625,5.0234
1864,2.75,2.933
1865,2.75,2.941
1866,2.25,2.338
1867,4.875,5.009
1868,4.875,4.9897
1869,2.043,2.2655
1870,2.043,2.26
1871,3.75,3.5827
1872,2.8,2.8144
1873,3.2,3.1929
1874,2.375,2.5827
1875,2.375,2.593
1876,1.3,1.5054
1877,1.35,1.6269
1878,2.15,2.4291
1879,1.8,2.076
1880,2.15,2.6202
1881,3.35,3.612
1882,4.375,4.4549
1883,2.5,2.6188
1884,4.375,2.5539
1885,1.375,1.655
1886,6.125,5.0928
1887,6.125,5.093
1888,4.625,2.1134
1889,3.625,3.363
1890,3.625,3.363
1891,2.7,2.4908
1892,4.625,4.1821
1893,4.625,4.182
1894,1.7,1.6582
1895,3.05,2.876
1896,3.6,3.36
1897,3.6,3.3597
1898,4.5,4.8882
1899,4.5,4.888
1900,4.75,5.1256
1901,4.75,5.126
1902,4.5,4.0771
1903,4.5,4.077
1904,3.55,3.1687
1905,5.25,4.4053
1906,5.25,4.405
1907,3.268,3.065
1908,3.268,3.0645
1909,4,3.568
1910,4,3.5595
1911,10.5,8.0864
1912,10.5,8.086
1913,1.73,2.1997
1914,4.1,3.6808
1915,2.6,2.4016
1916,0.95,0.977
1917,2.875,2.7041
1918,0.45,0.538
1919,3.25,3.1454
1920,4.5,4.7231
1921,4.75,4.0286
1922,4.75,4.029
1923,2.718,2.4822
1924,2.718,2.492
1925,3.168,2.9366
1926,2.45,2.147
1927,2.45,2.147
1928,2.95,2.637
1929,2.95,2.637
1930,5.25,4.3447
1931,2.891,2.586
1932,2.891,2.5855
1933,5,4.185
1934,5,4.185
1935,5.5,4.9999
1936,5.5,5.124
1937,2.25,1.9733
1938,3.75,2.8236
1939,3.75,2.824
1940,0.75,0.996
1941,4.25,4.1252
1942,4.25,4.125
1943,2.95,3.0334
1944,2.95,3.043
1945,1.5,1.5924
1946,2,1.9374
1947,1.95,2.0088
1948,1.5,1.9328
1949,2,2.403
1950,1.65,1.8647
1951,3.1,3.0206
1952,5.375,4.0598
1953,5.375,4.06
1954,3.75,4.2672
1955,3.75,4.267
1956,3.125,3.4738
1957,3.125,3.49
1958,4.5,4.5395
1959,4.5,4.54
1960,4.25,4.4706
1961,4.25,4.471
1962,3.25,3.3871
1963,3.25,3.395
1964,1.85,2.274
1965,2.95,3.1861
1966,4.75,4.402
1967,5,4.6764
1968,6.875,5.2023
1969,6,7.1498
1970,6,7.15
1971,2.5,3.0873
1972,2.5,3.066
1973,3.5,4.1311
1974,3.5,4.131
1975,6.5,6.6943
1976,6.5,6.672
1977,3.1,3.3538
1978,4.125,4.0919
1979,4.125,4.092
1980,4.375,4.3741
1981,4.375,4.374
1982,3.875,3.9736
1983,3,3.009
1984,3,3.0089
1985,3.75,2.6148
1986,3,3.0378
1987,1.95,2.2044
1988,1.95,2.194
1989,5.75,4.799
1990,3.625,3.7487
1991,3.625,3.749
1992,6.875,5.5104
1993,2.7,2.3714
1994,4.875,3.0383
1995,4.125,4.4261
1996,4.125,4.426
1997,5.375,5.6748
1998,5.375,5.675
1999,1.8,2.2599
2000,3.375,3.9268
2001,3.375,3.927
2002,1.75,2.3261
2003,3.625,3.7431
2004,3.625,3.703
2005,2.125,0.467
2006,3.875,3.2066
2007,3.875,3.206
2008,2.35,2.7055
2009,4,4.0991
2010,4,4.035
2011,1.75,2.2438
2012,2.75,2.9546
2013,1.75,2.2473
2014,2.294,2.1601
2015,3.361,3.0642
2016,2.782,2.3836
2017,3.91,3.39
2018,3.875,4.0386
2019,3.875,4.039
2020,3.75,2.8858
2021,4,3.5569
2022,1.875,2.3111
2023,2.492,2.602
2024,4.75,3.9038
2025,4.375,3.1241
2026,4.375,3.124
2027,4.75,3.3197
2028,4.75,3.32
2029,4.625,3.5187
2030,4.625,3.519
2031,1.4,1.857
2032,6.5,4.2998
2033,6.5,4.3
2034,5.875,5.1556
2035,5.875,5.156
2036,1.95,2.2956
2037,1.2,1.575
2038,3.375,2.4884
2039,3.375,2.488
2040,5.875,5.0178
2041,5.875,5.017
2042,0.875,1.2723
2043,6.625,3.8301
2044,6.625,3.83
2045,1.8,2.4012
2046,1.8,2.401
2047,2.95,3.296
2048,2.95,3.292
2049,1.05,1.3572
2050,3.112,2.9374
2051,3.362,3.1178
2052,1.4,1.6428
2053,3.5,3.655
2054,3.875,3.188
2055,3.875,3.188
2056,2.6,2.9625
2057,3.875,3.0195
2058,3.875,3.02
2059,5,4.536
2060,5,4.536
2061,1.45,2.236
2062,5.375,3.7968
2063,5.375,3.797
2064,4,3.6596
2065,4,3.66
2066,3.75,3.6827
2067,3.75,3.683
2068,1.65,2.2843
2069,3.25,2.6319
2070,1.3,2.0113
2071,1.25,1.9999
2072,2.3,2.943
2073,2.8,3.1977
2074,5.25,3.9173
2075,5.25,3.917
2076,1.1,1.9246
2077,5.5,4.9725
2078,5.5,4.972
2079,4.5,3.3035
2080,4.5,3.303
2081,2.25,2.135
2082,4.125,3.1962
2083,4.375,2.7167
2084,4.625,2.8752
2085,1.625,2.1608
2086,1.625,2.171
2087,4.75,3.8368
2088,3,2.6913
2089,7.125,6.5086
2090,7.125,6.509
2091,4.75,4.3779
2092,4.75,4.378
2093,3.875,3.1582
2094,3.875,3.158
2095,2.815,2.86
2096,1.15,1.5387
2097,1.4,1.877
2098,2.538,2.6112
2099,2.375,1.5604
2100,2.7,2.3437
2101,2,2.2253
2102,2.3,1.8832
2103,2.3,1.891
2104,6.5,4.1939
2105,6.5,4.264
2106,4.625,3.5313
2107,4.625,3.531
2108,2.9,2.9063
2109,2.95,2.2375
2110,3,2.5832
2111,1.75,1.9364
2112,2.75,2.855
2113,2.924,2.625
2114,2.6,1.632
2115,3.25,2.351
2116,5.5,3.8139
2117,5.5,3.814
2118,2.823,2.2165
2119,3.794,3.1645
2120,2.8,2.8423
2121,2.832,2.685
2122,2.375,2.1098
2123,2.8,2.7354
2124,3.5,2.2106
2125,2.8,2.2713
2126,2.9,2.33
2127,6.625,4.017
2128,6.625,4.013
2129,3.7,2.3443
2130,2,2.1579
2131,2.85,2.8965
2132,2.95,3.0549
2133,3.4,2.681
2134,0.5,0.208
2135,0.8,0.605
2136,3.85,1.6286
2137,1.9,1.9604
2138,2.875,2.8509
2139,1.75,1.8839
2140,2.1,2.1779
2141,1.85,1.2865
2142,2.7,2.6627
2143,2.1,1.5679
2144,2.1,1.568
2145,5.875,4.0801
2146,3.1,2.3509
2147,2.875,2.3435
2148,3.75,3.2353
2149,2.125,2.0156
2150,2.125,2.026
2151,2.95,2.271
2152,4.25,3.025
2153,3.125,2.3258
2154,3.351,3.2135
2155,3.05,2.9005
2156,2.6,1.9528
2157,3.2,2.2489
2158,3.8,3.2198
2159,4.25,2.3272
2160,3.5,2.3206
2161,4.7,2.3458
2162,2.875,2.1993
2163,1.75,0.217
2164,2.375,0.773
2165,4.2,2.3181
2166,3.625,1.5956
2167,4.25,3.2616
2168,4,2.2628
2169,3.1,1.9718
2170,2.5,1.3242
2171,4.75,2.3083
2172,4.2,3.1771
2173,3.05,1.9956
2174,3.7,2.9304
2175,3.1,1.867
2176,3.5,1.4334
2177,4.25,2.7591
2178,4.25,2.8807
2179,4.6,2.8104
2180,4.2,2.8869
2181,3.55,2.4207
2182,4.8,1.9926
2183,4.45,1.9985
2184,4.625,2.8379
2185,4.4,2.1475
2186,3,1.5782
2187,3.5,2.6611
2188,3.875,2.9231
2189,3,2.3552
2190,2.25,2.1474
2191,0.75,0.63
2192,2.125,2.0068
2193,4.125,2.8298
2194,4.25,3.0554
2195,2.75,2.3537
2196,3.3,3.0053
2197,2.3,2.1602
2198,7.375,5.3455
2199,7.375,5.341
2200,3.3,3.0189
2201,1.875,1.497
2202,4,3.4165
2203,0.25,0.302
2204,0.625,0.816
2205,4.25,3.6724
2206,4.25,3.672
2207,2.45,2.2917
2208,4.375,4.48
2209,4.375,4.48
2210,5,3.6856
2211,5,3.686
2212,10.5,9.7751
2213,2.3,1.9423
2214,4,1.8878
2215,4.5,4.1768
2216,4.5,4.177
2217,4.625,3.414
2218,3.38,3.1845
2219,4.75,3.6158
2220,9.25,5.865
2221,9.25,5.8653
2222,2.4,2.0562
2223,3.75,3.237
2224,3.342,3.0118
2225,4.75,3.7798
2226,2.35,1.8747
2227,3.95,3.2307
2228,2.989,2.593
2229,3.45,2.3471
2230,2.9,2.2582
2231,3.875,2.9065
2232,3.875,2.92
2233,1,0.565
2234,4.75,3.0079
2235,5.4,3.0481
2236,6.15,2.9648
2237,7,4.0148
2238,7,4.015
2239,3.25,2.8931
2240,4.8,3.3222
2241,4.8,1.9435
2242,2.95,2.2004
2243,4.625,3.4713
2244,4.625,3.471
2245,2.375,1.8372
2246,3.125,2.7519
2247,5.875,2.6694
2248,5.875,2.663
2249,8,3.3299
2250,8,3.32
2251,3.55,1.6773
2252,1.5,1.085
2253,1.164,0.513
2254,0.875,0.852
2255,0.625,0.452
2256,0.75,0.353
2257,3.875,1.5051
2258,4,3.6619
2259,4,3.662
2260,3.75,3.4378
2261,3.106,2.6419
2262,0.875,0.975
2263,5.25,3.9443
2264,4.25,1.9018
2265,2.95,2.6618
2266,7.5,4.1749
2267,1.5,1.391
2268,2.8,2.2658
2269,3.25,2.1212
2270,3.35,3.0416
2271,2.25,1.775
2272,2.9,2.4256
2273,2.95,2.1318
2274,3.8,3.1314
2275,5.875,2.978
2276,3.817,3.1876
2277,3.4,2.8598
2278,5.875,3.5075
2279,5.875,3.507
2280,5,2.6732
2281,5.25,2.9579
2282,4.15,3.4789
2283,2.7,1.8293
2284,5.25,3.7997
2285,5.25,3.8
2286,1.3,0.815
2287,2.95,2.7065
2288,3.25,3.1969
2289,3.9,3.5897
2290,5.625,3.1297
2291,5.375,3.192
2292,5.5,4.2798
2293,5.5,4.28
2294,4.875,3.3858
2295,4.875,3.381
2296,5.9,3.4613
2297,1.125,0.289
2298,1.625,0.735
2299,3,2.105
2300,10.5,5.8365
2301,10.5,5.837
2302,0.625,0.175
2303,1,0.45
2304,5.085,3.2727
2305,5.25,2.8341
2306,5.25,2.825
2307,6.75,2.9425
2308,6.75,2.928
2309,3.25,1.8872
2310,3.25,1.887
2311,5.375,3.139
2312,4.15,2.974
2313,4.125,2.3728
2314,5.3,3.8393
2315,2.95,1.544
2316,3.75,2.0818
2317,5.125,2.8139
2318,5.25,2.9514
2319,5.25,3.8437
2320,3.375,1.9718
2321,3.2,1.7543
2322,3.25,1.6941
2323,5.5,3.6867
2324,2.5,2.063
2325,4.55,3.2082
2326,3.2,2.0446
2327,3.2,2.044
2328,3.6,2.4229
2329,3.6,2.405
2330,3.875,2.7237
2331,3.875,2.727
2332,4.2,3.0932
2333,4.2,3.062
2334,9.375,3.2046
2335,9.375,3.173
2336,5.625,3.7278
2337,5.625,3.728
2338,5.5,3.3167
2339,5.5,3.304
2340,0.75,0.014
2341,1.125,0.436
2342,6.625,1.6224
2343,6.625,1.593
2344,1.6,0.637
2345,3.4,1.8036
2346,4.25,2.882
2347,7.25,5.0689
2348,4.5,2.5735
2349,3.9,2.6392
2350,3.875,2.5855
2351,1.375,0.586
2352,4.125,2.052
2353,4.875,2.9828
2354,4.2,2.9143
2355,4.75,2.157
2356,4.55,2.9365
2357,4.15,2.9042
2358,4,1.9558
2359,4.9,2.1437
2360,4.3,3.038
2361,5.327,2.3069
2362,4.9,2.3224
2363,2,0.359
2364,4.5,1.9223
2365,5.4,3.3514
2366,4.55,2.1547
2367,5.2,3.8046
2368,7,1.7279
2369,4.9,3.1596
2370,4.5,2.8593
2371,5.15,3.5589
2372,7,4.2435
2373,7,4.244
2374,4.75,3.1744
2375,5.35,3.266
2376,2.125,0.485
2377,10.5,7.6771
2378,10.5,7.677
2379,1.875,0.752
2380,3.625,1.7552
2381,3.625,1.722
2382,3.625,1.6475
2383,5,2.43
2384,4.1,2.6291
2385,4.25,3.6974
2386,5.1,4.296
2387,4.45,2.9066
2388,4.45,3.174
2389,4,1.854
2390,4.15,2.951
2391,3.8,1.8399
2392,3.95,2.4823
2393,4.3,1.8943
2394,3.483,2.0377
2395,4.625,2.4244
2396,4.9,2.2082
2397,4.6,4.731
2398,3.942,3.1523
2399,4.05,3.1603
2400,2.15,0.711
2401,4.3,1.9011
2402,4.125,1.573
2403,4.875,2.0138
2404,4.2,1.936
2405,4.8,3.3851
2406,3.65,1.7579
2407,4.05,2.9802
2408,4.15,3.1209
2409,3.5,1.7418
2410,4.6,1.9207
2411,1.625,0.126
2412,3.6,1.8885
2413,4.1,3.3427
2414,5,3.3321
2415,4.75,3.1625
2416,3.125,0.7194
2417,3.125,0.721
2418,4.25,3.3055
2419,4.1,3.2032
2420,4.625,2.067
2421,3.25,1.583
2422,3.45,1.7881
2423,1.5,0.515
2424,3.75,1.8762
2425,3.375,1.7369
2426,4.5,2.5505
2427,4.375,3.3961
2428,3.4,1.7061
2429,4.05,1.8106
2430,1.5,0.573
2431,3.5,2.6786
2432,1.875,1.692
2433,3.15,1.6434
2434,1.25,0.189
2435,4.625,3
2436,4.625,3.0003
2437,3.9,2.6729
2438,5,3.3233
2439,3,1.5934
2440,3.45,1.888
2441,3.6,1.72
2442,3.8,1.8708
2443,3.6,1.5217
2444,3.2,1.6128
2445,4.1,2.9115
2446,3.4,1.5699
2447,2.85,1.3107
2448,4.35,3.1222
2449,4.2,2.0432
2450,5.4,3.8997
2451,3.7,1.6025
2452,0.52,0.429
2453,3.375,2.36
2454,3.375,2.353
2455,4.3,3.3841
2456,3.25,1.6727
2457,4.125,2.3321
2458,4.5,3.235
2459,4.3,3.2205
2460,4.368,3.5988
2461,3.375,2.134
2462,3.92,2.812
2463,4.55,3.2214
2464,4.368,3.253
2465,4.85,4.296
2466,4.05,3.141
2467,1.8,1.238
2468,4,2.861
2469,6.75,0.0035
2470,5,3.5439
2471,3.75,1.5315
2472,3.875,1.5884
2473,3.647,2.585
2474,4.6,1.5398
2475,4.75,2.8339
2476,3.95,1.6365
2477,1.45,0.181
2478,5.5,3.2694
2479,5,6.093
2480,5,6.0925
2481,3.375,1.4686
2482,4.25,2.9401
2483,4.125,2.9923
2484,4.875,3.266
2485,5.875,3.9142
2486,6.25,3.432
2487,3.25,1.3305
2488,3.125,1.938
2489,5.45,3.6294
2490,4.25,2.2805
2491,4.25,2.288
2492,3.6,1.58
2493,3.2,1.4823
2494,4.4,3.3469
2495,6.2,3.2394
2496,3.45,1.4245
2497,4.2,2.9623
2498,3.8,1.4646
2499,2.425,0.327
2500,1.9,0.234
2501,3.7,1.4934
2502,3.2,1.4952
2503,4.5,1.6271
2504,4.5,1.635
2505,1.875,0.22
2506,3.837,2.9045
2507,1.25,0.217
2508,1.375,0.702
2509,3.125,2.308
2510,2.65,1.3224
2511,1,0.179
2512,2.6,1.3666
2513,4.25,3.3021
2514,2.7,1.2738
2515,2.65,1.35
2516,4,2.7747
2517,2.25,1.1734
2518,1.375,0.407
2519,1.1,0.947
2520,3.028,2.5357
2521,4.4,3.1321
2522,2.9,1.6205
2523,6.75,4.5437
2524,1.5,0.428
2525,3.9,2.9873
